id,ipo_id,object_id,valuation_amount,valuation_currency_code,raised_amount,raised_currency_code,public_at,stock_symbol,source_url,source_description,created_at,updated_at
216,248,c:37180,0.0,USD,0.0,,,RZ,,,2009-12-09 04:42:53,2009-12-09 04:42:53
217,249,c:37269,0.0,USD,0.0,,,NASDAQ:IGLD,,,2009-12-10 03:15:28,2009-12-10 03:15:28
218,250,c:37366,10400000.0,USD,0.0,USD,2012-03-23,NASDAQ:GALT,http://www.masshightech.com/stories/2012/03/19/daily54-Galectin--prices-public-offering-expects-104M-in-proceeds.html,"Galectin prices offering, expects $10.4M in proceeds",2009-12-11 06:49:47,2012-03-24 01:44:10
219,251,c:37380,0.0,USD,0.0,,,UTX,,,2009-12-11 10:05:52,2009-12-11 10:05:52
220,252,c:33427,0.0,USD,0.0,,,OTC:BYOC,,,2009-12-11 21:21:14,2009-12-11 21:21:14
221,253,c:37444,0.0,USD,0.0,,,TYPE,,,2009-12-12 02:44:12,2009-12-12 02:44:12
222,254,c:37448,0.0,USD,0.0,,,NASDAQ:VOCL,,,2009-12-12 03:38:36,2009-12-12 03:38:36
223,255,c:37662,0.0,USD,0.0,,,NASDAQ:CBST,,,2009-12-15 02:19:42,2009-12-15 02:19:42
224,256,c:37684,0.0,USD,0.0,,,NASDAQ:ACTI,,,2009-12-15 06:36:46,2009-12-15 06:36:46
225,257,c:14900,0.0,USD,0.0,USD,1997-05-23,NASDAQ:RMBS,,,2009-12-15 06:59:21,2012-02-24 20:38:49
226,258,c:37763,0.0,USD,0.0,,,XLRT,,,2009-12-16 03:01:24,2009-12-16 03:01:24
227,259,c:37768,0.0,USD,0.0,,,BMGP,,,2009-12-16 04:24:52,2009-12-16 04:24:52
228,260,c:37771,0.0,USD,0.0,,,IDG,,,2009-12-16 04:43:44,2009-12-16 04:43:44
229,261,c:18957,0.0,USD,0.0,,,NASDAQ:KONG,,,2009-12-16 05:04:36,2009-12-16 05:04:36
230,262,c:37790,0.0,USD,0.0,,,ARGL,,,2009-12-16 09:41:04,2009-12-16 09:41:04
231,263,c:37796,0.0,USD,0.0,,,NASDAQ:CALP,,,2009-12-16 10:41:51,2009-12-16 10:41:51
232,264,c:37881,0.0,USD,0.0,,,ICLK,,,2009-12-17 03:51:45,2009-12-17 03:51:45
233,265,c:37799,2300000000.0,USD,0.0,,2009-12-04,916:HK,,,2009-12-17 05:11:39,2009-12-17 05:11:39
234,266,c:37903,0.0,USD,0.0,,,DOV,,,2009-12-17 11:35:26,2009-12-17 11:35:26
235,268,c:38038,0.0,USD,0.0,,,NASDAQ:OCLR,,,2009-12-19 02:04:08,2009-12-19 02:04:08
236,270,c:38051,0.0,USD,0.0,,,MYRX,,,2009-12-19 07:50:15,2009-12-19 07:52:16
237,272,c:38257,0.0,USD,0.0,,,NASDAQ:HEV,,,2009-12-22 08:49:14,2009-12-22 08:49:14
238,273,c:38387,0.0,USD,0.0,,,NYSE:SNX,,,2009-12-23 07:24:03,2009-12-23 07:24:03
239,274,c:38403,0.0,USD,0.0,,,NYSE:CVS,,,2009-12-23 10:10:33,2009-12-23 10:10:33
240,275,c:38405,0.0,USD,0.0,,,NASDAQ:BFLY,,,2009-12-23 10:25:33,2009-12-23 10:25:33
241,276,c:33731,0.0,USD,0.0,,,NASDAQ:VSAT,,,2009-12-23 20:57:42,2009-12-23 20:57:42
242,277,c:38529,0.0,USD,0.0,,,NASDAQ:ATNI,,,2009-12-26 02:32:15,2009-12-26 02:32:15
243,278,c:32496,0.0,USD,0.0,,,NASDAQ:TRCR,,,2009-12-28 05:18:12,2009-12-28 05:18:12
244,279,c:22863,0.0,USD,0.0,,,NYSE:CR,,,2009-12-28 05:26:46,2009-12-28 05:26:46
245,280,c:38640,0.0,USD,0.0,,,NYSE:OMG,,,2009-12-28 05:43:19,2009-12-28 05:43:19
246,281,c:38716,0.0,USD,0.0,,,NASDAQ:SQNM,,,2009-12-29 19:27:04,2009-12-29 19:27:04
247,282,c:38753,0.0,USD,0.0,,,NASDAQ:AMCS,,,2009-12-30 05:42:22,2009-12-30 05:42:22
248,283,c:38756,0.0,USD,0.0,USD,1996-07-08,CAMH,,,2009-12-30 05:59:05,2013-09-04 06:17:40
249,284,c:38762,0.0,USD,0.0,,,NASDAQ:BELFA,,,2009-12-30 07:22:46,2009-12-30 07:22:46
250,285,c:18925,0.0,USD,0.0,,,NASDAQ:SAAS,,,2010-01-01 14:18:42,2010-01-01 14:18:42
251,287,c:38899,0.0,USD,0.0,,,GAXC,,,2010-01-02 02:47:43,2010-01-02 02:47:43
252,288,c:38903,0.0,USD,0.0,,,NASDAQ:IIVI,,,2010-01-02 03:20:55,2010-01-02 03:20:55
253,289,c:39057,0.0,USD,0.0,,,NASDAQ:ANIK,,,2010-01-05 06:37:16,2010-01-05 06:37:16
254,290,c:39061,0.0,USD,0.0,,,NASDAQ:QLTI,,,2010-01-05 07:14:06,2010-01-05 07:14:06
255,291,c:7815,0.0,USD,0.0,,,NASDAQ:PCTI,,,2010-01-05 11:12:00,2010-01-05 11:12:00
256,292,c:39087,0.0,USD,0.0,,,NYSE:CBZ,,,2010-01-05 11:28:00,2010-01-05 11:28:00
257,293,c:39172,0.0,USD,0.0,,,NASDAQ:ACTG,,,2010-01-06 06:53:20,2010-01-06 06:53:20
258,294,c:2680,0.0,USD,0.0,USD,1986-03-21,NASDAQ:ORCL,,,2010-01-06 09:57:04,2012-04-12 04:13:53
259,295,c:39186,0.0,USD,0.0,,,NYSE:GPX,,,2010-01-06 10:14:46,2010-01-06 10:14:46
260,296,c:39190,0.0,USD,0.0,,,NASDAQ:EDGW,,,2010-01-06 10:54:56,2010-01-06 10:54:56
261,297,c:39269,0.0,USD,0.0,,,NASDAQ:WAVX,,,2010-01-07 08:51:08,2010-01-07 08:51:08
262,298,c:39278,0.0,USD,0.0,,,NASDAQ:NDSN,,,2010-01-07 10:28:23,2010-01-07 10:28:23
263,299,c:39361,0.0,USD,0.0,,,NASDAQ:SEAC,,,2010-01-08 09:48:34,2010-01-08 09:48:34
264,301,c:39474,0.0,USD,0.0,,,NVTL,,,2010-01-11 01:33:51,2010-01-11 01:33:51
265,302,c:39560,0.0,USD,0.0,,,NASDAQ:SNTA,,,2010-01-12 04:26:53,2010-01-12 04:26:53
266,303,c:39451,0.0,USD,0.0,,,NASDAQ:CALD,,,2010-01-12 06:39:21,2010-01-12 06:39:21
267,304,c:39593,0.0,USD,0.0,,,NASDAQ:SLTM,,,2010-01-12 13:40:18,2010-01-12 13:40:18
268,305,c:39638,0.0,USD,0.0,,,NASDAQ:MASI,,,2010-01-13 02:45:12,2010-01-13 02:45:12
269,306,c:39670,0.0,USD,0.0,,,NASDAQ:QDEL,,,2010-01-13 10:43:03,2010-01-13 10:43:03
270,307,c:39758,0.0,USD,0.0,,,NASDAQ:BLDP,,,2010-01-14 03:26:08,2010-01-14 03:26:08
271,308,c:39780,0.0,USD,0.0,,,NASDAQ:EFOI,,,2010-01-14 08:40:29,2010-01-14 08:40:29
272,309,c:4850,0.0,USD,0.0,,,NASDAQ:UNCA,,,2010-01-14 09:19:05,2010-01-14 09:19:05
273,310,c:30504,0.0,USD,0.0,,2006-06-30,NYSE:SAI,,,2010-01-15 02:37:18,2011-11-13 18:46:34
274,311,c:39873,0.0,USD,0.0,,,NASDAQ:DRCO,,,2010-01-15 07:36:00,2010-01-15 07:36:00
275,312,c:39953,0.0,USD,0.0,,,NASDAQ:SPIR,,,2010-01-16 03:33:10,2010-01-16 03:33:10
276,313,c:39961,0.0,USD,0.0,,,NASDAQ:CTIC,,,2010-01-16 05:01:56,2010-01-16 05:01:56
277,314,c:40215,0.0,USD,0.0,,,NASDAQ:IDRA,,,2010-01-20 09:35:30,2010-01-20 09:35:30
278,315,c:40224,0.0,USD,0.0,,,NYSE:IMA,,,2010-01-20 10:05:52,2010-01-20 10:05:52
279,316,c:40081,0.0,USD,0.0,,,NASDAQ:BBOX,,,2010-01-20 22:16:47,2010-01-20 22:17:04
280,317,c:40322,0.0,USD,0.0,USD,1990-01-02,NYSE:CACI,,,2010-01-21 06:27:50,2013-10-09 13:42:03
281,318,c:40396,0.0,USD,0.0,,,NASDAQ:LUNA,,,2010-01-21 22:17:06,2010-01-21 22:17:06
282,319,c:40453,108000000.0,USD,0.0,,2005-02-08,GRVY,,,2010-01-23 01:58:50,2010-01-24 01:33:56
283,320,c:7741,0.0,USD,0.0,,2007-01-01,GA,,,2010-01-23 02:29:46,2010-01-24 01:40:53
284,321,c:19308,0.0,USD,0.0,,,VPRT,,,2010-01-26 07:04:49,2010-01-26 07:06:09
285,322,c:7416,0.0,USD,0.0,,,NASDAQ:LPSN,,,2010-01-26 09:38:05,2010-01-26 09:38:05
286,323,c:40902,0.0,USD,0.0,,,NYSE:TEL,,,2010-01-28 09:07:38,2010-01-28 09:07:38
287,324,c:41025,0.0,USD,0.0,,,NYSE:AUO,,,2010-01-30 09:40:24,2010-01-30 09:40:24
288,326,c:41119,0.0,USD,0.0,,,NASDAQ:EDGR,,,2010-02-01 07:24:18,2010-02-01 07:24:18
289,327,c:568,0.0,USD,0.0,,,NASDAQ:TTGT,,,2010-02-02 14:57:30,2010-02-02 14:57:30
290,328,c:41391,0.0,USD,0.0,USD,,LEAP,,,2010-02-05 02:20:19,2013-07-15 20:53:33
291,329,c:41396,0.0,USD,0.0,USD,,NASDAQ:NWK,,,2010-02-05 03:18:01,2012-06-19 12:06:28
292,330,c:41450,0.0,USD,0.0,,,NYSE:AGN,,,2010-02-06 03:34:24,2010-02-06 03:34:24
293,331,c:17933,0.0,USD,0.0,,2009-11-20,NASDAQ:ARCL,,,2010-02-07 19:08:42,2010-02-08 19:22:54
294,332,c:41885,0.0,USD,0.0,,,NASDAQ:ZLCS,,,2010-02-13 09:37:43,2011-07-01 01:42:43
295,333,c:41914,0.0,USD,0.0,,1990-07-29,NASDAQ:VOXX,,,2010-02-14 02:05:32,2011-11-12 23:29:27
296,334,c:9580,44000000.0,EUR,0.0,,2000-02-22,PNG,,,2010-02-16 01:52:39,2010-02-16 02:14:17
297,335,c:42004,0.0,USD,0.0,,,NYSE:ORA,,,2010-02-16 02:00:11,2010-02-16 02:00:11
298,336,c:42009,0.0,USD,0.0,USD,1994-01-03,NASDAQ:QSII,,,2010-02-16 03:17:53,2013-11-15 11:03:17
299,337,c:15809,0.0,USD,0.0,,,NYSE:LLL,,,2010-02-20 03:40:10,2010-02-20 03:40:10
300,338,c:21154,0.0,USD,0.0,USD,1999-04-26,NYSE:IRM,,,2010-02-23 03:44:30,2013-08-29 05:02:31
301,339,c:36845,1020000000.0,USD,0.0,,1998-01-01,DRIV,,,2010-03-01 06:05:38,2010-03-01 06:21:34
302,340,c:42425,0.0,USD,0.0,,2010-03-01,NASDAQ:ANTH,,,2010-03-01 21:48:28,2010-03-01 21:52:44
303,342,c:42962,0.0,USD,0.0,,,NYSE:LDK,,,2010-03-02 06:27:03,2010-03-02 06:27:03
304,343,c:43029,0.0,USD,0.0,,,NYSE:BAX,,,2010-03-03 04:36:16,2010-03-03 04:36:16
305,344,c:304,0.0,USD,0.0,USD,1978-01-13,NYSE:SNE,,,2010-03-03 05:26:00,2012-04-13 03:48:24
306,345,c:43019,0.0,USD,0.0,,,NASDAQ:OVRL,,,2010-03-08 09:38:21,2010-03-08 09:38:21
307,347,c:41805,0.0,USD,0.0,,2009-10-01,OTCBB:GCMI,,,2010-03-08 19:49:59,2010-03-08 19:54:04
308,348,c:43411,0.0,USD,0.0,,,NASDAQ:GCOM,,,2010-03-09 05:41:18,2010-03-09 05:41:18
309,349,c:26905,0.0,USD,0.0,,,NASDAQ:IFLG,,,2010-03-10 10:26:03,2010-03-10 10:26:03
310,351,c:10475,0.0,USD,0.0,USD,1990-01-02,NYSE:ABT,,,2010-03-10 10:57:24,2013-10-28 03:07:54
311,352,c:43666,0.0,USD,0.0,USD,2010-03-11,NYSE:ST,,,2010-03-12 02:45:16,2012-04-11 04:37:43
312,353,c:1368,0.0,USD,0.0,,,NASDAQ OMX:GEO1V,,,2010-03-15 18:36:55,2010-03-15 18:38:52
313,354,c:43979,0.0,USD,0.0,,,NASDAQ:LTRE,,,2010-03-17 01:54:10,2010-03-17 01:54:10
314,355,c:14111,0.0,USD,0.0,,,NASDAQ:ROVI,,,2010-03-17 02:15:29,2010-03-17 02:15:29
315,356,c:44468,0.0,USD,0.0,,,NYSE:BTU,,,2010-03-24 03:03:10,2010-03-24 03:03:10
316,357,c:7650,0.0,USD,0.0,USD,1998-06-26,NYSE:DOX,,,2010-03-24 04:52:43,2012-04-16 04:21:31
317,358,c:30687,0.0,USD,0.0,,2010-03-01,NYSE:CALX,,,2010-03-24 20:16:37,2010-03-24 20:16:55
318,359,c:24886,0.0,USD,0.0,,,NASDAQ:MOSY,,,2010-03-27 04:28:14,2010-03-27 04:28:14
319,360,c:16192,66600000.0,USD,0.0,,2010-03-31,NASDAQ:MERU,,,2010-03-31 21:23:55,2010-04-02 21:10:21
320,361,c:26551,25000000.0,USD,0.0,,2010-03-31,EPS,,,2010-03-31 21:58:11,2010-03-31 21:58:11
321,362,c:30684,0.0,USD,0.0,,,OPMG,,,2010-04-02 20:20:02,2010-04-02 20:20:02
322,363,c:26239,0.0,USD,0.0,,,LSE:DDT,,,2010-04-07 21:00:55,2010-04-07 21:00:55
323,364,c:18871,0.0,USD,0.0,USD,1998-12-25,NASDAQ:CNQR,,,2010-04-08 16:59:05,2012-04-17 04:33:06
324,365,c:46423,350000000.0,USD,0.0,,2010-04-16,Molycorp,,,2010-04-24 03:48:11,2010-04-24 03:48:11
325,366,c:31253,0.0,USD,0.0,,2010-04-29,NASDAQ:CNVO,,,2010-04-29 22:20:26,2010-04-29 22:20:26
326,367,c:22518,9430000000.0,USD,0.0,USD,,NYSE:WDC,,,2010-04-30 20:12:32,2012-04-16 03:11:26
327,368,c:47042,0.0,USD,0.0,,2000-03-08,NASDAQ:DTV,,,2010-05-03 22:20:21,2011-11-13 18:44:55
328,369,c:12488,0.0,USD,0.0,,,NASDAQ:LIOX,,,2010-05-05 13:48:36,2010-05-05 13:48:36
329,370,c:47459,0.0,USD,0.0,,,NYSE:CVO,,,2010-05-07 02:06:07,2010-05-07 02:06:07
330,371,c:47590,0.0,USD,0.0,USD,2000-07-18,NASDAQ:ENDP,,,2010-05-10 03:43:04,2013-03-02 00:27:47
331,372,c:47592,0.0,USD,0.0,,,NASDA:HTRN,,,2010-05-10 03:52:58,2010-05-10 03:52:58
332,373,c:25,0.0,USD,0.0,,,NYSE:VIA,,,2010-05-14 22:25:22,2010-05-14 22:25:22
333,374,c:32148,0.0,USD,0.0,,,NUBL.OB,,,2010-05-20 18:22:32,2010-05-20 18:31:23
334,375,c:17205,0.0,USD,0.0,,2007-07-06,078340,,,2010-05-24 01:44:42,2010-05-26 00:57:18
335,376,c:48760,0.0,USD,0.0,,,NASDAQ:PFSW,,,2010-05-29 03:14:13,2010-05-29 03:14:13
336,378,c:49258,0.0,USD,0.0,,,NASDAQ:VSCP,,,2010-06-07 11:10:46,2010-06-07 11:10:46
337,379,c:31446,0.0,USD,0.0,,,NASDAQ:EPAY,,,2010-06-08 00:40:31,2010-06-08 00:40:31
338,380,c:15306,0.0,USD,0.0,USD,1990-06-22,NASDAQ:XLNX,,,2010-06-08 01:24:58,2012-04-16 03:09:26
339,381,c:49334,0.0,USD,0.0,,,NASDAQ:PONE,,,2010-06-08 04:33:24,2010-06-08 04:33:24
340,382,c:49691,0.0,USD,0.0,,,NASDAQ:RBCN,,,2010-06-14 04:02:11,2010-06-14 04:02:11
341,383,c:49781,0.0,USD,0.0,,,NASDAQ:INOC,,,2010-06-15 05:46:41,2010-06-15 05:46:41
342,384,c:8752,0.0,USD,0.0,USD,1998-06-26,NASDAQ:CTSH,,,2010-06-18 02:16:00,2012-04-13 03:36:22
343,385,c:49995,0.0,USD,0.0,USD,2000-07-06,NASDAQ:ARWR,,,2010-06-18 04:51:54,2013-10-24 11:58:28
344,386,c:5108,337000000.0,USD,0.0,,2010-05-13,TNAV,,,2010-06-22 17:18:55,2010-06-23 05:13:08
345,387,c:15828,0.0,USD,0.0,,,CODE,,,2010-06-23 02:42:52,2010-06-23 02:43:25
346,388,c:50284,0.0,USD,0.0,,,NASDAQ:ISNS,,,2010-06-24 02:13:25,2010-06-24 02:14:08
347,389,c:1249,11003200.0,USD,0.0,,2010-06-22,VRNG,,,2010-06-25 23:12:39,2010-06-25 23:12:39
348,390,c:50410,0.0,USD,0.0,,,NASDAQ:GILD,,,2010-06-26 02:57:27,2010-06-26 02:57:27
349,391,c:1680,0.0,USD,1000000000.0,USD,2010-07-09,NASDAQ:TSLA,http://blogs.wsj.com/corporate-intelligence/2013/05/17/tesla-has-a-fresh-1-billion-and-lots-of-ways-to-spend-it/,Tesla Has A Fresh $1 Billion  And Lots of Ways To Spend It,2010-06-30 21:43:16,2013-05-20 03:12:45
350,393,c:4967,0.0,USD,0.0,USD,1999-07-01,NASDAQ:TIBX,,,2010-07-01 20:36:58,2013-09-19 05:09:20
351,394,c:36317,0.0,USD,0.0,,2010-02-03,NASDAQ:IRWD,,,2010-07-02 16:56:50,2010-07-02 16:56:50
352,395,c:3052,140000000.0,USD,0.0,,2010-01-11,NASDAQ:QNST,,,2010-07-02 17:07:30,2010-07-20 01:43:04
353,396,c:548,0.0,USD,0.0,,2010-05-19,NASDAQ:RLOC,,,2010-07-02 17:27:38,2011-01-27 02:44:39
354,397,c:37515,395822000.0,USD,0.0,USD,2010-06-18,NASDAQ:VLTC,,,2010-07-02 17:37:34,2013-04-22 03:07:01
355,398,c:33669,0.0,USD,0.0,,,OTC:IPRPY,,,2010-07-02 19:28:46,2010-07-07 20:10:50
356,399,c:3407,0.0,USD,0.0,,2010-06-25,NASDAQ:BSFT,,,2010-07-02 20:02:34,2010-07-02 20:02:34
357,400,c:45890,0.0,USD,0.0,,2010-06-29,NASDAQ:HSFT,,,2010-07-02 20:05:37,2010-07-02 20:05:37
358,401,c:50801,0.0,USD,0.0,,2010-05-14,NASDAQ:KONE,,,2010-07-02 20:10:06,2010-07-02 20:10:06
359,402,c:25187,0.0,USD,0.0,,2010-04-21,NASDAQ:ALIM,,,2010-07-02 20:18:49,2010-07-02 20:18:49
360,403,c:26544,0.0,USD,0.0,,2010-04-22,NASDAQ:DVOX,,,2010-07-02 20:21:48,2010-07-02 20:21:48
361,404,c:46074,0.0,USD,0.0,,2010-04-21,CDXS,,,2010-07-02 20:22:37,2010-07-02 20:22:37
362,405,c:43594,0.0,USD,0.0,,2010-04-09,NASDAQ:TNGN,,,2010-07-02 20:23:53,2010-07-02 20:23:53
363,406,c:50803,0.0,USD,0.0,,2010-04-01,NASDAQ:SPSC,,,2010-07-02 20:28:57,2010-07-02 20:28:57
364,407,c:28360,0.0,USD,0.0,,2010-03-11,AVEO,,,2010-07-02 20:32:59,2010-07-02 20:32:59
365,408,c:40251,0.0,USD,0.0,,,ASX:BTA,,,2010-07-07 01:51:04,2010-07-07 01:51:04
366,409,c:51055,0.0,USD,0.0,,,DB:GX1B,,,2010-07-07 02:37:09,2010-07-07 02:40:18
367,410,c:25394,0.0,USD,0.0,,,TASE:APOS,,,2010-07-07 04:07:09,2010-07-07 04:10:20
368,411,c:51087,0.0,USD,0.0,,,OTC:SNGX,,,2010-07-07 09:18:55,2010-07-07 09:20:59
369,412,c:51097,0.0,USD,0.0,,,TSX:MDG,,,2010-07-07 09:53:29,2010-07-07 09:53:29
370,413,c:4199,0.0,USD,0.0,,,NYSE:MDP,,,2010-07-15 01:15:03,2010-07-15 01:15:03
371,414,c:38420,0.0,USD,0.0,,,NASDAQ:MITL,,,2010-07-15 17:50:16,2010-07-16 18:32:29
372,415,c:8530,1000000000.0,USD,0.0,,2010-07-16,QLIK,,,2010-07-16 14:13:16,2011-12-20 11:01:28
373,416,c:9054,0.0,USD,0.0,USD,2001-03-23,NYSE:SI,,,2010-07-20 02:59:58,2012-04-12 04:18:30
374,417,c:52202,0.0,USD,0.0,,,NASDAQ:LXRX,,,2010-07-21 01:22:33,2010-07-21 01:22:33
375,418,c:49709,0.0,USD,0.0,,,XTRA:WL6,,,2010-07-21 01:35:44,2010-07-21 01:35:44
376,419,c:52204,0.0,USD,0.0,,,TSX:RVX,,,2010-07-21 01:45:28,2010-07-21 01:45:28
377,420,c:52205,0.0,USD,0.0,,,GTSM:4147,,,2010-07-21 01:59:32,2010-07-21 01:59:32
378,421,c:52208,0.0,USD,0.0,,,NASDAQ:BPAX,,,2010-07-21 02:46:39,2010-07-21 02:46:39
379,422,c:52209,0.0,USD,0.0,USD,2005-08-04,NASDAQ:CHTP,,,2010-07-21 02:54:58,2013-11-19 06:24:41
380,423,c:52211,0.0,USD,0.0,,,OTCBB:PYMX,,,2010-07-21 03:09:18,2010-07-21 03:09:18
381,424,c:52213,0.0,USD,0.0,USD,2009-05-22,OTC:SNTI,,,2010-07-21 03:31:24,2013-10-01 12:29:51
382,425,c:52216,0.0,USD,0.0,,,TSX:NPC,,,2010-07-21 04:01:21,2010-07-21 04:01:21
383,426,c:15784,0.0,USD,0.0,,,NYSE:MRK,,,2010-07-22 03:08:17,2010-07-22 03:08:17
384,427,c:52471,0.0,USD,0.0,,,OTCBB:BMOD,,,2010-07-23 04:39:16,2010-07-23 04:39:16
385,428,c:52317,0.0,USD,0.0,,,NASDAQ:RNWK,,,2010-07-24 03:27:35,2010-07-24 03:27:35
386,429,c:52746,0.0,USD,0.0,,,AUGT,,,2010-07-26 23:33:49,2010-07-26 23:33:49
387,430,c:52578,0.0,USD,0.0,,,LONDON:PIC,,,2010-07-27 02:01:59,2010-07-27 02:01:59
388,431,c:29983,0.0,USD,0.0,,,NYSE:DOW,,,2010-07-31 01:59:16,2010-07-31 01:59:16
389,432,c:352,0.0,USD,0.0,,,NASDAQ:LLNW,,,2010-08-03 01:32:26,2010-08-03 01:32:26
390,433,c:29580,180000000.0,USD,0.0,,2010-08-12,RP,,,2010-08-13 00:13:42,2010-08-13 00:13:42
391,434,c:24150,850000000.0,USD,0.0,,,NASDAQ:MMYT,,,2010-08-13 01:47:32,2010-08-13 01:48:56
392,435,c:53616,0.0,USD,0.0,,,NASDAQ:AZPN,,,2010-08-13 03:11:02,2010-08-13 03:11:02
393,438,c:35247,0.0,USD,0.0,,2010-07-22,GDOT,,,2010-08-13 21:18:04,2010-08-13 21:18:18
394,439,c:33792,139000000.0,USD,0.0,,2007-03-15,NASDAQ: BBND,,,2010-08-17 00:29:58,2010-08-17 00:29:58
395,440,c:54506,0.0,USD,0.0,,2007-11-16,NYSE:PAR,,,2010-08-17 02:04:38,2011-07-23 22:13:16
396,441,c:28250,0.0,USD,0.0,,2007-08-01,NASDAQ:MELI,,,2010-08-18 22:34:48,2010-08-18 22:34:48
397,442,c:53647,0.0,USD,0.0,,,NASDAQ:WEST,,,2010-08-19 04:16:28,2010-08-19 04:16:28
398,443,c:39990,0.0,USD,0.0,,,OTCBB:BGEM,,,2010-08-19 04:43:42,2010-08-19 04:43:42
399,444,c:32522,0.0,USD,0.0,,,NASDAQ:HBIO,,,2010-08-24 01:58:53,2010-08-24 01:58:53
400,445,c:55243,0.0,USD,0.0,,,NASDAQ:PTNR,,,2010-08-27 06:22:56,2010-08-27 06:22:56
401,446,c:55260,0.0,USD,0.0,,,NYSE:BG,,,2010-08-27 11:16:14,2010-08-27 11:16:14
402,447,c:30538,642200000.0,USD,0.0,,2010-08-06,IL,,,2010-08-28 15:16:33,2010-08-30 19:46:52
403,448,c:54217,0.0,USD,0.0,,2010-05-01,RVUE,,,2010-08-29 19:51:53,2010-08-30 22:08:35
404,449,c:55375,0.0,USD,0.0,,,NYSE:HS,,,2010-08-30 04:44:49,2010-08-30 04:44:49
405,450,c:55696,0.0,USD,0.0,,,NASDAQ:ASYS,,,2010-09-02 13:25:53,2010-09-02 13:25:53
406,451,c:5990,0.0,USD,957000000.0,USD,2007-08-14,NYSE:VMW,http://www.internetnews.com/bus-news/article.php/3694256/VMware+Raises+957M+in+IPO.htm,VMware Raises $957M in IPO,2010-09-06 07:05:11,2013-08-26 10:19:18
407,452,c:55913,0.0,USD,0.0,,,NASDAQ:RIMG,,,2010-09-06 07:28:27,2010-09-06 07:28:27
408,453,c:55982,0.0,USD,0.0,,,OTCBB:HDVY,,,2010-09-07 01:34:52,2010-09-07 01:34:52
409,455,c:55987,0.0,USD,10000000.0,USD,2013-05-30,NASDAQ:ONTY,http://www.xconomy.com/seattle/2013/05/30/oncothyreon-pays-10m-to-get-array-biopharma-breast-cancer-drug/,"Oncothyreon Nabs $10M, Pays $10M, For Array Biopharma Cancer Drug",2010-09-07 02:21:50,2013-05-31 06:52:55
410,457,c:55994,0.0,USD,0.0,,,NASDAQ:ISPH,,,2010-09-07 03:09:58,2010-09-07 03:09:58
411,458,c:56008,0.0,USD,0.0,,,NYSE:HPY,,,2010-09-07 06:02:16,2010-09-07 06:02:16
412,459,c:56009,0.0,USD,0.0,,,NYSE:DFS,,,2010-09-07 06:06:44,2010-09-07 06:06:44
413,460,c:15161,0.0,USD,0.0,,,NYSE:PFE,,,2010-09-07 06:46:15,2010-09-07 06:46:15
414,461,c:56178,0.0,USD,0.0,,,NYSE:IDN,,,2010-09-09 05:58:34,2010-09-09 05:58:34
415,462,c:56294,0.0,USD,0.0,,,NYSE:TNL,,,2010-09-10 10:46:48,2010-09-10 10:46:48
416,463,c:56115,0.0,USD,0.0,,,ATO.PA,,,2010-09-10 18:31:18,2010-09-14 18:25:09
417,464,c:20016,0.0,USD,0.0,,,NYSE:SLB,,,2010-09-10 18:58:15,2010-09-14 18:33:52
418,465,c:37938,0.0,USD,0.0,,,NASDAQ:CHTR,,,2010-09-15 04:29:21,2010-09-15 04:29:21
419,466,c:56681,0.0,USD,0.0,,,NASDAQ:EEFT,,,2010-09-15 05:45:49,2010-09-15 05:45:49
420,467,c:29567,0.0,USD,0.0,USD,1986-10-03,NASDAQ:FISV,,,2010-09-15 06:15:40,2012-04-16 03:14:29
421,468,c:56803,0.0,USD,0.0,,,NYSE:RNN,,,2010-09-16 04:35:47,2010-09-16 04:35:47
422,469,c:56804,0.0,USD,0.0,,,NASDAQ:DSCO,,,2010-09-16 04:42:09,2010-09-16 04:42:09
423,471,c:2866,0.0,USD,0.0,,,NASDAQ:MOVE,,,2010-09-24 02:34:10,2010-09-24 02:34:10
424,472,c:24398,0.0,USD,0.0,,,NASDAQ:ONSM,,,2010-09-29 06:37:16,2010-09-29 06:37:16
425,473,c:57746,0.0,USD,0.0,,,NYSE:ID,,,2010-09-30 02:07:35,2010-09-30 02:07:35
426,474,c:47380,0.0,USD,0.0,,,NASDAQ:ULBI,,,2010-10-02 02:52:19,2010-10-02 02:52:19
427,475,c:57950,0.0,USD,0.0,,,NYSE:MY,,,2010-10-04 04:51:54,2010-10-04 04:51:54
428,476,c:21385,0.0,USD,0.0,,,NASDAQ:SNSS,,,2010-10-04 05:40:42,2010-10-04 05:40:42
429,477,c:31839,0.0,USD,0.0,,,NASDAQ:SPWRA,,,2010-10-05 02:10:03,2010-10-05 02:11:18
430,478,c:25248,0.0,USD,0.0,USD,1994-01-03,NASDAQ:FLIR,,,2010-10-05 02:29:00,2012-04-10 04:09:37
431,480,c:7576,0.0,USD,0.0,,,NYSE:RTN,,,2010-10-06 04:34:01,2010-10-06 04:34:01
432,481,c:30230,0.0,USD,0.0,,,NASDAQ:AMRS,,,2010-10-06 05:24:05,2010-10-06 05:24:05
433,482,c:42593,0.0,USD,0.0,,,NASDAQ:RELL,,,2010-10-06 05:39:34,2010-10-06 05:39:34
434,483,c:58207,0.0,USD,0.0,USD,1990-01-02,NYSE:ARW,,,2010-10-06 05:51:31,2013-10-29 03:19:19
